test_name task_name gold_standard_file coverage model model_configuration metric score_value
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticMovies 0.9179999999999999 SVM C=1000 accuracy 0.6389457115704442
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 NB - accuracy 0.5768233618233616
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 KNN K=3 accuracy 0.5484330484330482
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 C45 - accuracy 0.534985754985755
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 SVM C=0.001 accuracy 0.5992877492877489
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 SVM C=0.01 accuracy 0.5992877492877489
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 SVM C=0.1 accuracy 0.5992877492877489
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 SVM C=1.0 accuracy 0.5786609686609686
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 SVM C=10.0 accuracy 0.6203988603988606
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 SVM C=100 accuracy 0.5599715099715098
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 SVM C=1000 accuracy 0.5220797720797721
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 NB - accuracy 0.5763509494394875
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 KNN K=3 accuracy 0.5827396476778771
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 C45 - accuracy 0.5320212765957446
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 SVM C=0.001 accuracy 0.548181194234729
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 SVM C=0.01 accuracy 0.548181194234729
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 SVM C=0.1 accuracy 0.548181194234729
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 SVM C=1.0 accuracy 0.6697895218485473
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 SVM C=10.0 accuracy 0.6590803019903911
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 SVM C=100 accuracy 0.6302825440402653
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 SVM C=1000 accuracy 0.5919755204758637
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 NB - accuracy 0.4801862132778164
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 KNN K=3 accuracy 0.5575144575526256
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 C45 - accuracy 0.5083096229470274
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 SVM C=0.001 accuracy 0.488196854036549
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 SVM C=0.01 accuracy 0.488196854036549
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 SVM C=0.1 accuracy 0.5852024057367571
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 SVM C=1.0 accuracy 0.610825815405968
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 SVM C=10.0 accuracy 0.5767036780013879
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 SVM C=100 accuracy 0.532826162387231
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 SVM C=1000 accuracy 0.5112803608605136
models\model_complete\vectors_100_cosine_2_1 Regression Cities 0.981132075471698 LR - root_mean_squared_error 17.137375740279822
models\model_complete\vectors_100_cosine_2_1 Regression Cities 0.981132075471698 KNN K=3 root_mean_squared_error 15.548765889854806
models\model_complete\vectors_100_cosine_2_1 Regression Cities 0.981132075471698 M5 - root_mean_squared_error 23.15699719849906
models\model_complete\vectors_100_cosine_2_1 Regression MetacriticMovies 0.9179999999999999 LR - root_mean_squared_error 20.248200297474998
models\model_complete\vectors_100_cosine_2_1 Regression MetacriticMovies 0.9179999999999999 KNN K=3 root_mean_squared_error 23.124514190504733
models\model_complete\vectors_100_cosine_2_1 Regression MetacriticMovies 0.9179999999999999 M5 - root_mean_squared_error 29.30823153991979
models\model_complete\vectors_100_cosine_2_1 Regression MetacriticAlbums 0.16375 LR - root_mean_squared_error 29.71576151502011
models\model_complete\vectors_100_cosine_2_1 Regression MetacriticAlbums 0.16375 KNN K=3 root_mean_squared_error 16.260883243668104
models\model_complete\vectors_100_cosine_2_1 Regression MetacriticAlbums 0.16375 M5 - root_mean_squared_error 19.97614464907088
models\model_complete\vectors_100_cosine_2_1 Regression AAUP 0.9729166666666668 LR - root_mean_squared_error 65.32479793694793
models\model_complete\vectors_100_cosine_2_1 Regression AAUP 0.9729166666666668 KNN K=3 root_mean_squared_error 77.03475634110575
models\model_complete\vectors_100_cosine_2_1 Regression AAUP 0.9729166666666668 M5 - root_mean_squared_error 95.77287885220552
models\model_complete\vectors_100_cosine_2_1 Regression Forbes 0.828391167192429 LR - root_mean_squared_error 35.719811163731976
models\model_complete\vectors_100_cosine_2_1 Regression Forbes 0.828391167192429 KNN K=3 root_mean_squared_error 39.52644395082992
models\model_complete\vectors_100_cosine_2_1 Regression Forbes 0.828391167192429 M5 - root_mean_squared_error 51.50485739064722
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 DBSCAN metric=cosine adjusted_rand_index 0.058223391216507984
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 DBSCAN metric=cosine adjusted_mutual_info_score 0.019251205211166002
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 DBSCAN metric=cosine homogeneity_score 0.023471898044797
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 DBSCAN metric=cosine completeness_score 0.043897641585612
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 DBSCAN metric=cosine v_measure_score 0.03058833334344
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 DBSCAN metric=cosine normalized_mutual_info_score 0.03058833334344
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 DBSCAN metric=cosine clustering_accuracy 0.774995528527991
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 KMeans "metric=enclidean, n_clusters=2" adjusted_rand_index 0.042136740964068
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 KMeans "metric=enclidean, n_clusters=2" adjusted_mutual_info_score 0.162045395385205
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 KMeans "metric=enclidean, n_clusters=2" homogeneity_score 0.21028720321388605
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 KMeans "metric=enclidean, n_clusters=2" completeness_score 0.13195668401900398
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 KMeans "metric=enclidean, n_clusters=2" v_measure_score 0.162158057822972
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 KMeans "metric=enclidean, n_clusters=2" normalized_mutual_info_score 0.162158057822972
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 KMeans "metric=enclidean, n_clusters=2" clustering_accuracy 0.5781613307100699
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_rand_index 0.045202485196997995
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score 0.17040730208629198
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 "Agglomerative clustering" "metric=cosine, n_clusters=2" homogeneity_score 0.22121410503220604
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 "Agglomerative clustering" "metric=cosine, n_clusters=2" completeness_score 0.138726948977299
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 "Agglomerative clustering" "metric=cosine, n_clusters=2" v_measure_score 0.170518797564289
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 "Agglomerative clustering" "metric=cosine, n_clusters=2" normalized_mutual_info_score 0.170518797564289
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 "Agglomerative clustering" "metric=cosine, n_clusters=2" clustering_accuracy 0.581649078876766
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" adjusted_rand_index 0.044796734702324995
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score 0.161985903219934
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" homogeneity_score 0.21039060082429997
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" completeness_score 0.13183716062875805
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" v_measure_score 0.162098476861637
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" normalized_mutual_info_score 0.162098476861637
models\model_complete\vectors_100_cosine_2_1 Clustering citiesAndCountries_cluster 0.9591307458415308 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" clustering_accuracy 0.580665355034877
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 DBSCAN metric=cosine adjusted_rand_index -0.006390177640978
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 DBSCAN metric=cosine adjusted_mutual_info_score 0.005701148487208
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 DBSCAN metric=cosine homogeneity_score 0.046463155483237005
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 DBSCAN metric=cosine completeness_score 0.053661325348724004
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 DBSCAN metric=cosine v_measure_score 0.049803494258288
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 DBSCAN metric=cosine normalized_mutual_info_score 0.049803494258288
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 DBSCAN metric=cosine clustering_accuracy 0.4852670349907921
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 KMeans "metric=enclidean, n_clusters=2" adjusted_rand_index 0.277041846446463
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 KMeans "metric=enclidean, n_clusters=2" adjusted_mutual_info_score 0.253875198311752
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 KMeans "metric=enclidean, n_clusters=2" homogeneity_score 0.281002076506838
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 KMeans "metric=enclidean, n_clusters=2" completeness_score 0.231899836178133
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 KMeans "metric=enclidean, n_clusters=2" v_measure_score 0.254100575162704
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 KMeans "metric=enclidean, n_clusters=2" normalized_mutual_info_score 0.254100575162704
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 KMeans "metric=enclidean, n_clusters=2" clustering_accuracy 0.7364180478821359
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_rand_index 0.27632859457271997
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score 0.20437374798278896
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Agglomerative clustering" "metric=cosine, n_clusters=2" homogeneity_score 0.2309742259626061
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Agglomerative clustering" "metric=cosine, n_clusters=2" completeness_score 0.183646461942421
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Agglomerative clustering" "metric=cosine, n_clusters=2" v_measure_score 0.20460917959616198
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Agglomerative clustering" "metric=cosine, n_clusters=2" normalized_mutual_info_score 0.20460917959616198
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Agglomerative clustering" "metric=cosine, n_clusters=2" clustering_accuracy 0.735957642725598
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" adjusted_rand_index 0.228375961679972
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score 0.248648160351363
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" homogeneity_score 0.25765541622808197
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" completeness_score 0.240702524492798
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" v_measure_score 0.248890622854857
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" normalized_mutual_info_score 0.248890622854857
models\model_complete\vectors_100_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9445211786372008 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" clustering_accuracy 0.7127071823204421
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 DBSCAN metric=cosine adjusted_rand_index 0.20677044516593696
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 DBSCAN metric=cosine adjusted_mutual_info_score 0.247746205749374
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 DBSCAN metric=cosine homogeneity_score 0.24149631811431602
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 DBSCAN metric=cosine completeness_score 0.346349846558719
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 DBSCAN metric=cosine v_measure_score 0.284571773194817
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 DBSCAN metric=cosine normalized_mutual_info_score 0.284571773194817
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 DBSCAN metric=cosine clustering_accuracy 0.5008651879817521
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 KMeans "metric=enclidean, n_clusters=5" adjusted_rand_index 0.612363319230796
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 KMeans "metric=enclidean, n_clusters=5" adjusted_mutual_info_score 0.644509467466975
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 KMeans "metric=enclidean, n_clusters=5" homogeneity_score 0.6842653722922329
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 KMeans "metric=enclidean, n_clusters=5" completeness_score 0.609768935318119
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 KMeans "metric=enclidean, n_clusters=5" v_measure_score 0.644872806051334
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 KMeans "metric=enclidean, n_clusters=5" normalized_mutual_info_score 0.644872806051334
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 KMeans "metric=enclidean, n_clusters=5" clustering_accuracy 0.771590372817367
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 "Agglomerative clustering" "metric=cosine, n_clusters=5" adjusted_rand_index 0.624875770939903
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 "Agglomerative clustering" "metric=cosine, n_clusters=5" adjusted_mutual_info_score 0.6212081111471379
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 "Agglomerative clustering" "metric=cosine, n_clusters=5" homogeneity_score 0.6419206489498289
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 "Agglomerative clustering" "metric=cosine, n_clusters=5" completeness_score 0.6025472692703969
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 "Agglomerative clustering" "metric=cosine, n_clusters=5" v_measure_score 0.621611097321278
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 "Agglomerative clustering" "metric=cosine, n_clusters=5" normalized_mutual_info_score 0.621611097321278
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 "Agglomerative clustering" "metric=cosine, n_clusters=5" clustering_accuracy 0.7827591631272609
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 "Ward hierarchical clustering" "metric=cosine, n_clusters=5" adjusted_rand_index 0.6184146867113121
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 "Ward hierarchical clustering" "metric=cosine, n_clusters=5" adjusted_mutual_info_score 0.613944184103729
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 "Ward hierarchical clustering" "metric=cosine, n_clusters=5" homogeneity_score 0.653763080668962
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 "Ward hierarchical clustering" "metric=cosine, n_clusters=5" completeness_score 0.579396179986295
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 "Ward hierarchical clustering" "metric=cosine, n_clusters=5" v_measure_score 0.6143372452223149
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 "Ward hierarchical clustering" "metric=cosine, n_clusters=5" normalized_mutual_info_score 0.6143372452223149
models\model_complete\vectors_100_cosine_2_1 Clustering citiesMoviesAlbumsCompaniesUni_cluster 0.7160610350794399 "Ward hierarchical clustering" "metric=cosine, n_clusters=5" clustering_accuracy 0.7649834827748941
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 DBSCAN metric=cosine adjusted_rand_index 0.002343366190792
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 DBSCAN metric=cosine adjusted_mutual_info_score 0.007323525329649
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 DBSCAN metric=cosine homogeneity_score 0.12438609946811098
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 DBSCAN metric=cosine completeness_score 0.004602336741760999
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 DBSCAN metric=cosine v_measure_score 0.008876248640071999
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 DBSCAN metric=cosine normalized_mutual_info_score 0.008876248640071999
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 DBSCAN metric=cosine clustering_accuracy 0.502615311459819
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 KMeans "metric=enclidean, n_clusters=2" adjusted_rand_index 0.00076109165612
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 KMeans "metric=enclidean, n_clusters=2" adjusted_mutual_info_score -0.00034700856392499995
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 KMeans "metric=enclidean, n_clusters=2" homogeneity_score 0.002965480253799
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 KMeans "metric=enclidean, n_clusters=2" completeness_score 0.00010075731274600001
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 KMeans "metric=enclidean, n_clusters=2" v_measure_score 0.00019489280585000001
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 KMeans "metric=enclidean, n_clusters=2" normalized_mutual_info_score 0.00019489280585000001
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 KMeans "metric=enclidean, n_clusters=2" clustering_accuracy 0.479077508321446
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_rand_index -0.00048021381301000004
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score 0.002204558985999
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Agglomerative clustering" "metric=cosine, n_clusters=2" homogeneity_score 0.045459088881648
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Agglomerative clustering" "metric=cosine, n_clusters=2" completeness_score 0.001374258713925
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Agglomerative clustering" "metric=cosine, n_clusters=2" v_measure_score 0.002667866049729
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Agglomerative clustering" "metric=cosine, n_clusters=2" normalized_mutual_info_score 0.002667866049729
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Agglomerative clustering" "metric=cosine, n_clusters=2" clustering_accuracy 0.479790775083214
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" adjusted_rand_index 0.001175867359815
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score -9.000098569800001e-05
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" homogeneity_score 0.006818483774612
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" completeness_score 0.000228276983906
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" v_measure_score 0.000441764085434
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" normalized_mutual_info_score 0.000441764085434
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" clustering_accuracy 0.47883975273418894
models\model_complete\vectors_100_cosine_2_1 DocumentSimilarity LP50 0.9043887147335424 with_weights - pearson_score 0.4426658129536501
models\model_complete\vectors_100_cosine_2_1 DocumentSimilarity LP50 0.9043887147335424 with_weights - spearman_score 0.283289936495908
